"blazy href","media__image src","field","field 2","field 3","clearfix","field 4"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/francisco-javier-jimenez-perez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-03/Javier%20Jimenez%20Ceramista%202%20-%20copia.jpg.webp?itok=BksqaJnK","Francisco Javier","Jiménez Pérez","Cerámica","Javi Artesanía Creativa comienza su andadura en el oficio de la alfarería en el...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/pedro-jose-martinez-guijarro","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-10/Pedro%20%283%29.png.webp?itok=6WEfYPoa","Maestro artesano","Pedro José","Martínez Guijarro","Empresa Artesana. Formador de aprendices. Experto colaborador en el grupo de...","Forjado"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jesus-gonzalez-fernandez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-02/Jes%C3%BAs%20Gonz%C3%A1lez%20Cer%C3%A1mica%202.jpg.webp?itok=o_3LBBkk","Jesús","González Fernández","Cerámica","Cinco generaciones familiares de maestros artesanos nos avalan en la fabricación...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/gabriel-montalban-conesa","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-10/image.png.webp?itok=EHC7SvIC","Maestro artesano","Gabriel","Montalbán Conesa","En 1992 pongo en marcha mi taller artesano, donde trabajo el repujado y grabado...","Repujado y grabado en cuero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/ricardo-sanchez-sanchez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-03/Ricardo%20Sanchez%20cuchillero%202%20-%20copia.jpg.webp?itok=mqPU7vx-","Maestro artesano","Ricardo","Sánchez Sánchez","Nuestra industria cuchillera acumula más de 40 años de experiencia en el sector...","Cuchillero y Navajero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jose-antonio-martin-rodriguez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-06/Jose%20Antonio%20Martin%20Guarnicionero%202_1.jpg.webp?itok=dvL9Q_qY","Maestro artesano","José Antonio","Martín Rodríguez","El Molino de Viento dedica su actividad a la marroquinería, empezó su andadura...","Marroquinero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/julio-cesar-anaya-garcia","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-05/IMG_1541%20%281%29%20%284%29.jpg.webp?itok=OT0-VvM3","Maestro artesano","Julio Cesar","Anaya García","La empresa Forjasport, con más de 100 años de historia, fusiona tecnología...","Forjador"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/david-rodriguez-de-la-rubia-jimenez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-03/David%20BN%20-%20Taller%20%281%29%20%282%29%20%281%29.jpg.webp?itok=YD6uMtfJ","David","Rodríguez de la Rubia Jiménez","Joyero","Especialidad en joyería, Orfebrería y fundición a la cera perdida. Formado por...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jose-ramon-navalon-millan","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-10/Jos%C3%A9%20Ram%C3%B3n%20Naval%C3%B3n%20cencerrero%202%20-%20copia.jpg.webp?itok=6g8Z950-","Maestro artesano","José Ramón","Navalón Millán","Empecé a trabajar en la empresa de cencerros que trabajaba mi Padre en el año...","Cencerrero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/laura-nathalia-vasquez-carreno","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-07/Lumbreras%20%282%29.png.webp?itok=8waYbh7M","Laura Nathalia","Vásquez Carreño","Cerera","Soy Laura Vásquez, artesana de cerería, un oficio fascinante como relajante que...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/alberto-tirado-caceres","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-10/Alberto%20Tirado%20Carpintero%202.jpg.webp?itok=UNHONDWb","Maestro artesano","Alberto","Tirado Cáceres","Es una empresa familiar con más de 50 años y tres generaciones de carpinteros...","Ebanista"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/teodora-garrido-sanchez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-06/Teodora%20Garrido%20Bordadora%202%20%282%29%20%281%29%20%281%29.jpg.webp?itok=DNru1i8j","Maestro artesano","Teodora","Garrido Sánchez","Bordadora desde niña, siempre entre mis bastidores, hilos y dedales.","Bordado"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/esther-martin-gomez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-04/1711126377191.jpg.webp?itok=vSx1hntC","Esther","Martín Gómez","Decoradora de muebles","Comencé como Artesana de Decoración de Madera en el año 2002. Pinto a mano...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/alberto-acosta-gomez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-02/Alberto%20Acosta%20Cer%C3%A1mica%202%20%282%29.jpg.webp?itok=Uj3ZKQ7_","Alberto","Acosta Gómez","Ceramica","He estado siempre trabajando en talleres dedicados a la cerámica, hasta que en...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/juana-maria-carrillo-garcia","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-09/imagen%20personal.jpg.webp?itok=98gaqYTY","Juana María","Carrillo García","Ganchillera","Soy Juana M.ª Carrillo García (Emi para todos los que me conocen), ganchillera...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/gloria-escobar-gomez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-03/PHOTO-2025-03-25-11-56-01%20%281%29.jpg.webp?itok=FI2dt_nY","Gloria","Escobar Gómez","Cerámica","Cuando Gloria Escobar diseña una obra cerámica lo hace pensando en la mirada del...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/pablo-rubio-quintanilla-alarcos","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-07/Pablo%20Rubio-Quintanilla%20ebanista%202_1%20%282%29.jpg.webp?itok=5KnWgS6h","Maestro artesano","Pablo","Rubio-Quintanilla Alarcos","Llevo toda mi vida trabajando en este oficio artesano con la misma ilusión que...","Ebanista Restaurador"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/ismael-tante-fernandez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-09/BYNISMAEL.jpg.webp?itok=AYKcyP-x","Ismael","Tante Fernández","Carpintero","Muebles Tante es una empresa del sector del mueble creada a principios de los...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jose-ramon-moreno-gonzalez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-07/20240722_183513%20%283%29.jpg.webp?itok=8wqclWUS","Maestro artesano","José Ramon","Moreno Gónzalez","Soy la segunda generación de Espaderos artesanos. Empecé a mis 16 años en el...","Espadero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/raquel-nino-martinez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-07/imagen%20blanco%20y%20negro.jpg.webp?itok=C3epbdiJ","Raquel","Niño Martínez","Joyera","Joyera Premios regionales artesanía Castilla – La Mancha 2022 – Emprendimiento...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/vicente-garcia-garcia","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-07/IMG-20240716-WA0005.jpg.webp?itok=GothML_S","Vicente","García García","Cerámica","Dedicado a la realización de murales y creación de espacios, utilizando sólo...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jesus-vicente-blasco-hernando","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-09/Jes%C3%BAs%20Blasco%20botero%202_1.jpg.webp?itok=n-eNeRyk","Maestro artesano","Jesús Vicente","Blasco Hernando","Botas de vino Jesús Blasco S.L. es una empresa familiar de más cinco...","Botero Corambero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/celia-espinosa-ferrandez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-11/CELIA%20ESPINOSA%20FERRA%CC%81NDEZ%20.JPG.webp?itok=v8_Mbg8U","Celia","Espinosa Ferrández","Cerámica","Soy Celia Espinosa, creadora de Soy La Mona, una firma artesanal con tienda en...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/francois-patrik-yves-boitin","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-07/FRAN%C3%87OIS%20BOUTIN_0.jpg.webp?itok=n8wZlWgo","François Patrik","Yves Boitin","Restaurador","Arts Liétor es una empresa dedicada a la conservación y restauración del...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/pablo-jose-adeva-seijas","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-10/Pablo%20Jos%C3%A9%20Adeva%20ceramica%202%20%281%29%20%281%29.jpg.webp?itok=sP5z6Qib","Maestro artesano","Pablo José","Adeva Seijas","Fundada en 1980 por Pablo J. Adeva Seijas, junto a su padre y Maestro, Pablo...","Cerámica"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/ruben-cano-cano","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-01/_MG_1707.jpg.webp?itok=V0Gyqf3c","Rubén","Cano Cano","Alfarero","Rubén Cano inició su trayectoria en la alfarería en 1993, inspirado por la...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/antonio-benito-gigante","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-05/FOTOGRAFIA%20PERSONAL.jpg.webp?itok=qcnMSbZ9","Antonio","Benito Gigante","Mosaiquista","PREMIOS OBTENIDOS 1º Premio Producto 2026 OFICIO: Soy la tercera generación en...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/ana-maria-sanchez-oliva","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-07/66981.jpg.webp?itok=71_qDlOz","Ana María","Sánchez Oliva","Ganchillera","Me dedico profesionalmente a la artesanía hace once años, aunque sé el oficio...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/gregorio-medina-ramos","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-08/1724236941269.jpg.webp?itok=vDPv573i","Gregorio","Medina Ramos","Taxidermista","Mi trabajo es el de Taxidermista (el oficio de disecar animales para...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/estela-cuadrado-galan","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-11/estela%20cuadrado.jpg.webp?itok=mrs42j_7","Maestro artesano","Estela","Cuadrado Galan","Ártica Bio-Cosmética es una marca de cosmética ecológica, que nació en 2015 para...","Jabonera"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jose-antonio-rey-pavon","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-09/foto%20artesano%20blanco%20y%20negro.jpg.webp?itok=ABnB7QxI","José Antonio","Rey Pavón","Marroquinero","Trabajamos realizando producto de alta calidad en cuero el cuál es curtido en...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jesus-parra-luna","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-05/1%20PHOTO-2025-05-19-16-24-14_0.jpg.webp?itok=v2NVndcC","Jesús","Parra Luna","Alfarero","Alfarería tradicional y fabricación de piezas de diseño propio. Siguiendo la...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/maria-lorenzo-camison","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-02/Mar%C3%ADa%20Camis%C3%B3n%20Alhaja%20Cer%C3%A1mica%202.jpg.webp?itok=J9-9fz9j","María","Lorenzo Camisón","Cerámica","PREMIOS OBTENIDOS Premio Producto Artesano 2022. Premio al Mejor Producto...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jorge-martin-alcantara","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-09/foto%20jorge%20m%20bn_2.jpg.webp?itok=vo72904t","Jorge","Martín Alcántara","Carpintero","Mi trayectoria profesional como carpintero se remonta a 1990 alcanzando más de...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/isabel-sanchez-canedo","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-08/FOTO.jpg.webp?itok=bmUaWr30","Isabel","Sanchez Cañedo","Joyera","En 1997 empecé estudiando Gemología, después tasación y finalmente diseño de...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/sergio-rosa-aunon","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-07/Foto%20blanco%20y%20negro.jpg.webp?itok=OTZuosGn","Maestro artesano","Sergio","Rosa Auñon","Mi artesanía esta basada en el folclore ya que mas del 80% de mi producción esta...","Tejedor"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/gustavo-del-pino-rueda","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-07/gustavo%20frente%20bn_0.jpg.webp?itok=0BqLZ6QA","Maestro artesano","Gustavo","del Pino Rueda","Segunda generación de ceramistas, efectuando el relevo generacional a Isabel...","Cerámica"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/rosa-jimenez-arenas","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-05/image_123650291.JPG.webp?itok=SbM2lnXg","Rosa","Jiménez Arenas","Cerámica","Rosa Jiménez Arenas es diseñadora de producto y ceramista creadora de la marca...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/manuel-fernandez-rovira","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-10/Manuel%20Fern%C3%A1ndez%20cuchillero%202.jpg.webp?itok=PnhgDwvs","Maestro artesano","Manuel","Fernández Rovira","Cuchillería Artesana Fernández es una empresa ubicada en la provincia de...","Cuchillero Grabador"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/hamid-mihanyar","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-03/IMG_4293.jpeg.webp?itok=bmYc2fa7","Hamid","Mihanyar","Marroquinera","Soy un artesano y marroquinero con más de 16 años de experiencia en el diseño y...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/francisco-javier-gutierrez-garcia","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-07/FOTO%20ANFAJAMI%20%281%29.jpg.webp?itok=2nZufTs4","Francisco Javier","Gutierrez García","Marroquinero","Todo empezó cuando tenia 17 años, recién acabado la E.G.B. como decidí no seguir...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/alvaro-navarro-cotroneo","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-07/foto%20Alvaro%20b.n%20%283%29.jpg.webp?itok=IyXQjckq","Alvaro","Navarro Cotroneo","Cerámica","FORMACIÓN Y TRAYECTORIA TALLER: Ceramista. Escuela Municipal de Cerámica de la...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jose-gabriel-martinez-molina","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-03/Jose%20Gabriel%20Martinez%20cuchillero%202%20-%20copia.jpg.webp?itok=UgswwmCp","Maestro artesano","José Gabriel","Martínez Molina","Es el oficio del artesano que fabrica cuchillos, navajas u otros instrumentos...","Cuchillero y Navajero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/maria-genoveva-hita-aguilera","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-09/Genoveva%20Hita%20decoradora%20telas%202%20%282%29.jpg.webp?itok=ULn1G_fx","Maestro artesano","María Genoveva","Hita Aguilera","Creadora textil. Me inicié en el mundo de la creación artística siendo niña en...","Decoradora de telas"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/sagrario-lopez-gallarte","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-03/Sagrario%20Lopez%20alfombrera%202%20-%20copia.jpg.webp?itok=M4F978fn","Maestro artesano","Sagrario","López Gallarte","Maestra artesana de la alfombra de nudo español y del tapiz llevo desde el año...","Alfombrera, Esterera"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/alberto-molina-garcia","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-08/Alberto%20Molina%20%20%281%29.jpg.webp?itok=xelwkArc","Alberto","Molina García","Florista","Desde 1956 llevando flores a los acontecimientos de toda una vida Decoración de...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/juan-cebrian-villodre","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-06/Juan%20Cebrian%20ceramista%202%20%281%29.jpg.webp?itok=I67ue99D","Maestro artesano","Juan","Cebrián Villodre","Cebrián Artesanos es una empresa regentada por la quinta generación de alfareros...","Alfarero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/alvaro-calvo-ortiz","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-02/%C3%81lvaro%20Calvo%20cer%C3%A1mica%202.jpg.webp?itok=2ZYuJum6","Alvaro","Calvo Ortiz","Cerámica","PENDIENTE",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/silvia-martin-paccini","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-04/silvia%20MARTIN%20PACCINI.jpg.webp?itok=CufA_cAz","Silvia","Martín Paccini","Cerámica","Mi vida profesional ha sido muy diversa, trabajando en ámbitos tan diferentes...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/laura-lomas","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-04/LAURALOMASINAUGURA-89.jpg.webp?itok=ZBKs-6G5","Laura","Lomas","Modista","OFICIO: Desde mi atelier, creo piezas fusionando la artesanía con una visión...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/miguel-angel-alonso-pena","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-10/Miguel%20%C3%81ngel%20Alonso%20dorador%202.jpg.webp?itok=sH5eWCj_","Maestro artesano","Miguel Angel","Alonso Peña","Somos una empresa familiar dedicada a la enmarcación desde 1990. A lo largo de...","Dorador"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/luis-emilio-moreno-gento","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-08/Luis%20E.%20Moreno%202025%203%20%281%29%20%281%29.jpg.webp?itok=RUSywzmd","Luis Emilio","Moreno Gento","PRODUCTOR/A DE MUEBLES Y OBJETOS DE MIMBRE, JUNCO, CAÑA, PALMA Y OTRAS FIBRAS","Me presento como investigador y artesano del esparto, ambos principios no los...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/ramon-recuero-ibanez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-12/Ram%C3%B3n%20Recuero%20herrero%202.jpg.webp?itok=Tf-oAvpp","Maestro artesano","Ramón","Recuero Ibáñez","Herrero con más de 30 años de experiencia profesional, empeñado en recuperar...","Forjado"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/israel-rodriguez-de-la-rubia-jimenez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-03/Israel%20BN%20-%20Taller_0.jpg.webp?itok=m908J174","Israel","Rodríguez de la Rubia Jiménez","Joyero","Especialidad en joyería, Orfebrería, Talla de piedras preciosas y diseño...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/maria-jesus-sanchez-benito","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-03/Mar%C3%ADa%20Jes%C3%BAs%20S%C3%A1nchez%20cer%C3%A1mica%202.jpg.webp?itok=ZehYH-d9","Maestro artesano","María Jesús","Sánchez Benito","PENDIENTE","Cerámica"
"https://legadoartesano.castillalamancha.es/node/21","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-03/Gabriel%20de%20la%20Cal%20ceramista%202%20-%20copia.jpg.webp?itok=0vZxXxkV","Maestro artesano","Gabriel","de la Cal Herrero","Esculpo piezas a mano en piedra natural. Escoplos, martillos, cinceles, gradinas...","Tallista de piedra y marmol"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jesus-carcelen-lopez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-06/Jesus%20Carcelen%20ceramista%202%20%282%29.jpg.webp?itok=YW2-DRhK","Maestro artesano","Jesús","Carcelén López","Artesano con más de 30 años de experiencia, heredados de sus antepasados que se...","Alfarero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/marta-palacios-alberti","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-10/Marta%20Palacios.jpg.webp?itok=MQY2s6Eq","Marta","Palacios Alberti","Restauradora","Trabajadora autónoma, formada en Madrid como restauradora en las especialidades...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/luis-figueredo-olivera-soares","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-09/1%20pb_0.jpg.webp?itok=9us4yVx-","Luis","Figueredo Olivera Soares","Cerámica Vidriero artístico","Luís Soares nació el 22 de Agosto en Lourenço Marques (hoy Maputo), Mozambique...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jesus-zarza-caceres","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-07/PHOTO-2024-07-12-10-55-01_0.jpg.webp?itok=kgH0uSG8","Maestro artesano","Jesús","Zarza Cáceres","Jesús Zarza by New Forge empresa artesana dirigida por el Maestro Artesano Jesús...","Forjado"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/carmen-garcia-martinez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-07/Carmela2.jpg.webp?itok=wiQBrsy3","Carmen","García Martínez","Estampadora textil","Mi oficio es la estampación textil artesanal. Desde 2013 estampo y decoro con...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jorge-gutierrez-de-la-cal","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-09/FOTO%20ARTESANO%20JORGE%20GUTIERREZ%20DE%20LA%20CAL.jpg.webp?itok=ZUHWsPxp","Maestro artesano","Jorge","Gutiérrez de la Cal","Mi familia lleva trabajando en la cerámica desde 1835 y aprendí de mi abuelo, el...","Cerámica"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/miguel-angel-sanchez-crespo-rueda","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-10/IMG_20240802_165722.jpg.webp?itok=5WJEDHPE","Miguel Angel","Sanchez Crespo Rueda","Cerámica","Ceramista con más de 40 años de profesión, formador y divulgador cerámico ha...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/maria-del-carmen-fernandez-osa","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-09/2dfad198-0631-491e-983d-d4c7edaeff67_0.JPG.webp?itok=MMkpQk7P","Maria del Carmen","Fernández Osa","Cerámica","Formación en la escuela oficial de cerámica Jacinto Alcántara de Madrid, en...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/victoria-sanchez-campos","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-09/Victoria%20S%C3%A1nchez%20Jabonera%202.jpg.webp?itok=rc_L6i6q","Maestro artesano","Victoria","Sánchez Campos","Saper es un laboratorio de cosmética ecológica, donde elaboramos jabones con el...","Jabonera"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jesus-rodriguez-cruz","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-09/jesus-rodriguez-forjador-y-herrero%20%281%29%20%281%29.jpg.webp?itok=1F0zE44f","Jesús","Rodriguez Cruz","Herrero","En la actualidad gerente de empresa de Artesana de Forja, donde llevo realizando...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/francisco-julian-martin-garcia","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-07/1000032249%20%281%29.jpg.webp?itok=wUuu6YVC","Maestro artesano","Francisco Julián","Martín García","Mi trayectoria con la escultura comienza a finales de los 90, como una acción...","Vidriero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/maria-teresa-chicharro-galvez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-09/Teresa%20Chicharro%20ceramista%202.jpg.webp?itok=FPMbh36Q","María Teresa","Chicharro Gálvez","Cerámica","Teresa Chicharro Gálvez, nacida en Guadalajara. Estudié cerámica en la escuela...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/patricia-ruiz-carmona","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-10/FOTO%20PATU.jpeg.webp?itok=06wvLgVp","Patricia","Ruiz Carmona","Alfombrera y esterera","ESPARTERA, ESTERERA. Desde hace más de 5 años mezclo y combino las técnicas...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/andrea-munoz-canadas","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-11/FOTO%20ARTESANO%20BYN%20%281%29.jpg.webp?itok=w0HFZOpc","Andrea","Muñoz Cañadas","Diseñadora","Desde 2021 fusiono la tradición con una visión contemporánea, creando piezas...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/antonio-arellano-hernandez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-12/imagen%20artesano.png.webp?itok=-LaFCmAZ","Antonio","Arellano Hernández","Espadero","Empecé en el taller de mi padre con tan solo 16 años, en aquel momento ya estaba...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/raquel-de-la-torre-serrano","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-05/Raquel%20de%20la%20Torre%20Serrano.jpg.webp?itok=wLqVDVYh","Raquel","de la Torre Serrano","Damasquinado","Raquel de la Torre Serrano ha seguido con la tradición familiar de su padre...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/laura-perez-privado","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-10/IMG-20241009-WA0002%20%281%29.jpg.webp?itok=2Y_DXojA","Laura","Pérez Privado","Cerámica","Licenciada en Bellas Artes por la Facultad de Bellas Artes de Sevilla, en 2010...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/francisco-javier-martinez-molina","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-03/Francisco%20Javier%20Martinez%20cuchillero%202%20-%20copia.jpg.webp?itok=mjCYD40g","Maestro artesano","Francisco Javier","Martínez Molina","Es el oficio del artesano que fabrica cuchillos, navajas u otros instrumentos...","Cuchillero y Navajero"
